id,q,r
5439,"""3. The errors can only be arbitrary and random""",""". Yep . Darwin 's discovery was that natural selection was the reason that evolution was"""
1720,"""I love this. Makes George Carlin 's plan to use the state of Kansas""",""". Yes , kind of reminds me of Abraham Lincoln 's thought : `` Better to"""
5710,"""3. Essay : Please provide at least two sources that were written within 200 years""","""1. # 1 is above . The Jesus myth came out of Hellenistic Judaism"""
6272,"""and that 's because the medical establishment has made it illegal to treat any disease in""","""You are a moron. You apparently know as much about law as you do about"""
6028,"""2. Eugenics alive and well : http : //news.yahoo.com""",""". Oh for dumb . It 's almost more ludicrous than anything else . What they"""
6438,"""Gunfire. Even a semiautomatic version of an assault rifle can be fired""","""I don’t know. So who cares ? Last time I checked there was"""
3939,"""It can't. Even if it could , why would its pain be more worthy of""",""". i think slave holder 's asked a similar question to people who believed slavery was"""
4171,"""Even if you want to make the argument , however , you have to look at the""","""1. I do n't have any belief in this area . I do not know"""
6834,"""I don't know what to say. I disagree with your decision . It would have""","""You are wrong. Clearly you have never lived on the streets , and clearly you have"""
7990,"""4. Ok , this makes sense . I do think however , that wanted pregnancies should""","""I believe that women should have the right to choose when they want to have a baby"""
3211,"""And yet. And yet , for most pro-choice folk on these forums , this""",""". I do n't get you here ."""
8111,"""The problem is that the US has , in the past , refused funding to any organisation""",""". Good , it is n't a federal responsibility ."""
3756,"""3. Have you ever been everywhere at once to see there 's no place to""","""1. First , take a visit to Mount Olympus . Secondly , Greek myths were written"""
3862,"""5. Have you ever read Darwin ?""","""I have. Yes , have you ?"""
4419,"""5. Evolution is able to be disproven in so many ways .... here 's""",""". Ok , now show your evidence . If you have any , that is ."""
2951,"""3. The Planned Parenthood Motto is `` EVERY CHILD A WANTED CHILD""","""I don't buy it. If that 's truly what the organization says , then"""
5739,"""3. Just about every other location in America has no problem with this being the standard""","""D.C. Police Shot , Injured Boy Holding Toy Gun|ABC 7 News"""
7281,"""I agree. I live in Utah and every public school has a building on the grounds""","""Actually , the Mormon seminary is on the grounds of the school district. Actually ,"""
8882,"""I have a confession to make. I have tons of pics of my `` wedding ``""","""I'm not sure what to say. I know what you mean , my Girlfriend"""
3791,"""17 Now kill all the boys . And kill every woman who has slept with a man""","""3. Obviously not about abortion ."""
2948,"""3. You still have n't showed us where he is a self proclaimed Conservative Christian""","""You're right. In case you were wondering , no one here has missed the fact"""
3624,"""3. Everything that happend in the universe happens according to `` laws. ``""","""You are an idiot. Do you have to work at becoming so scientifically illiterate ?"""
4274,"""Gun and LiesGun and lies. Well here is an example of guns and lies .""","""3. There are none . Men are automatically assumed guilty whenever the wife or girlfriend is"""
1717,"""I don 't know what the theory of evolution is. I do know that '""","""I believe that microevolution can not be reasonably disputed . Macroevolution , however"""
6016,"""5. Extinction is easly visable easly tangeable and undenably""",""". /nitpick mode on/ Buffalos are'nt extinct . They are even"""
6796,"""OK. OK. Evolution claims nothing that is outside the realm of the knowable""",""". You mean , `` Materialistic evolution claims nothing that is outside the realm of the"""
3694,"""1. 4 . One misconception is that Evolution does n't explain how life formed originally""","""1. Among the icons ( idols ) of modern mysticism there is one that reign"""
8112,"""3. I accept that the theory of evolution explains the observations both gentically represented and""","""The theory of evolution explains evolution. And it explains observations about morphology and physiology , about"""
2396,"""It would be more accurate to say that evolution has selected for reproduction and death over immortality""","""3. Walking-fish : And here we get into a conundrum , because ,"""
5712,"""I have been thinking a lot about evolution lately. I have been reading a lot of""",""". No , thats not right . Evolution only deals with the diversification of life ,"""
2395,"""I agree. I mean scientist know evolution is n't 100 % absolute truth , but""","""1. Actually , you have n't understood much of what has been discussed here ,"""
6139,"""Evolution is a rejection of the God that I serve. This is why I oppose""","""Cosmologists are not concerned with the Big Bang , per sae . They are"""
7583,"""1. Evolution is the study of the origin of life from a completely naturalistic point""","""1. Actually , evolution , as used by biologists , is not the study of origins"""
6033,"""1. Evolution looks to explain itself by the succesive iterations of morpholg""","""5. You are missing the fact that the theory of evolution is the explanation for the"""
3715,"""5. Evolution surely has a heritable component""","""I'm sorry. I 'm glad to see you 've finally come around ."""
3789,"""1. Through evolution we have been able to trace how life has evolved ( which even""","""That 's true , but how much has we actually learned , and how much have"""
337,"""Dr. Peeling , with all due respect , we have allegedly had 4 billion years""","""Oh , we do n't have to - sorry , I was n't clear enough"""
2070,""". ur definition of evolution is incorrect .""",""". Actually , his definition of evolution is exactly correct . In fact , I notice that"""
7654,"""Macro Evolution~ < -- This is one of the most hilarious things that Charles Darwin""",""". Really . Please cite where Darwin discussed `` Macro Evolution. `` What paper or book"""
